Name,Age,City,Join_Date,Salary,Gender
Sheila Wright DDS,45.0,new york,2021-01-02,10.0,male
Natalie Kim,19.0,SF,22/12/2019,255436.63607142266,
Katie Thompson DDS,57.0,Los Angele,2021-08-01,10.0,Female
David Lester,48.0,new york,2020-07-11,2000000.0,male
,61.0,LA,2024-09-17,9999999.0,Femle
Kyle Ramirez,41.0,Los Angele,2022-04-18,54321.513232496494,Female
Cassandra Carey,36.0,new york,2020-09-06,9999999.0,femlae
Kenneth Moore,70.0,Los Angele,2020-03-06,9999999.0,Mmale
Miss Deanna Lewis,33.0,Los Angele,2020-02-17,,femlae
Laura Shepard,59.0,Los Angele,2022-10-22,2000000.0,Female
Donna Valentine,52.0,new york,,,
Rebecca Hines,53.0,San Francisco,27/04/2021,,Mmale
John Estrada,55.0,new york,20/03/2023,,Femle
Tiffany Patel PhD,52.0,Los Angele,2022-09-20,10.0,Mmale
Sandra Salazar,64.0,Los Angeles,2021-08-22,,female
Candice Hill,59.0,new york,2020-10-12,77144.72212926706,Mmale
Kyle Hansen,21.0,SF,2022-05-12,2000000.0,Femle
,47.0,san francisco,2019-12-29,,femlae
Jennifer Grant,25.0,SF,2021-03-12,,Female
,,Los Angeles,2024-07-16,10.0,Femle
Heather Miller,30.0,SF,2022-07-16,2000000.0,Male
,51.0,LA,18/02/2020,10.0,Mmale
Joseph Bennett,,new york,2024-04-15,,male
David Garrett,,San Francisco,29/01/2024,,Female
Michele Lopez,51.0,san francisco,2023-07-27,2000000.0,Male
Sara Jones,36.0,San Francisco,2022-02-23,2000000.0,Femle
Wendy Smith,40.0,LA,,,
Joshua Hunter,29.0,San Francisco,2022-02-01,2000000.0,male
Luis Lee,52.0,Los Angeles,2023-09-23,10.0,Male
Kaitlyn Johnson,54.0,Los Angele,,2000000.0,Male
Lisa Castro,,new york,2023-02-18,218515.70164446195,Femle
,65.0,San Francisco,2023-11-25,,Femle
Daniel Patterson,23.0,San Francisco,2022-07-10,,Male
Cory Cooke,20.0,Los Angele,,9999999.0,male
Annette Smith,59.0,Los Angeles,20/01/2020,2000000.0,Female
Jessica Ramirez,49.0,Los Angele,2020-11-30,,Femle
Carolyn Andrade,20.0,Los Angeles,,,
,29.0,LA,2023-01-11,2000000.0,Male
Kaitlin Harris,64.0,san francisco,2022-01-28,2000000.0,Female
Travis West,25.0,SF,2024-02-25,10.0,
Donald Ramos,18.0,Los Angeles,2021-04-25,,female
Kyle Moore,39.0,San Francisco,2020-07-02,2000000.0,
Laura Navarro,22.0,SF,2024-01-19,9999999.0,Mmale
Kevin Foster,60.0,Los Angele,2022-07-15,2000000.0,femlae
Anthony Jones,41.0,SF,2021-06-17,10.0,Female
Shannon Alvarez,32.0,SF,,2000000.0,Female
Ryan Wolf,29.0,LA,2022-07-07,10.0,Mmale
Kendra Brown,40.0,New York,17/05/2022,182702.3614715651,Female
Jimmy Welch,58.0,LA,2021-07-31,9999999.0,Femle
Ashley Mason,,new york,2021-03-09,9999999.0,Male
Ricky Obrien,34.0,New York,2024-08-02,10.0,Female
Peter Murphy,66.0,San Francisco,09/12/2023,9999999.0,femlae
,28.0,san francisco,2020-08-01,2000000.0,Femle
Gabriel Fisher DDS,30.0,New York,2021-06-10,10.0,
Shane Johnson,50.0,Los Angeles,2019-12-08,9999999.0,Mmale
Julie Morris,,Los Angele,23/01/2022,9999999.0,Mmale
Stephen Powell,48.0,san francisco,2022-08-18,,Male
Scott Edwards,34.0,new york,2021-10-19,10.0,male
,54.0,LA,2020-03-24,10.0,Female
Alicia Davies,31.0,LA,05/02/2022,9999999.0,Mmale
Jessica Moss DVM,29.0,San Francisco,2022-09-02,2000000.0,Mmale
Victoria Dawson,44.0,new york,2024-06-14,10.0,Female
Jason Jenkins,,new york,2022-10-15,2000000.0,Male
,31.0,San Francisco,2020-03-03,299035.57784079586,Femle
Donna Werner,50.0,LA,2023-02-24,10.0,femlae
Jasmine Long,51.0,SF,2023-08-09,10.0,Female
Derek Cuevas,59.0,SF,01/08/2024,72006.95904890704,female
Christopher Lawrence,,san francisco,2022-08-10,10.0,Femle
Kelsey Becker,18.0,san francisco,2022-02-20,10.0,femlae
Kenneth Johnson,56.0,New York,2024-04-10,2000000.0,Mmale
Courtney Mays,43.0,Los Angele,,,femlae
Barbara Reeves,60.0,San Francisco,16/08/2021,10.0,Female
Brian Logan,45.0,Los Angele,2020-03-23,,
Steven Williams,45.0,Los Angele,2020-05-02,10.0,male
Joseph Murray,,Los Angele,2020-04-04,2000000.0,female
Jackie Preston,47.0,LA,2023-10-29,10.0,femlae
Michelle Torres,37.0,Los Angele,2024-06-13,10.0,Mmale
Brenda Ali,,SF,2020-07-24,10.0,male
Adam Elliott,45.0,LA,2024-07-19,10.0,femlae
,36.0,New York,2022-11-28,2000000.0,femlae
Karen Huang,49.0,SF,,2000000.0,Femle
Bethany Chung,70.0,Los Angele,2022-04-17,10.0,femlae
Mary Lee,49.0,San Francisco,04/10/2024,2000000.0,
Jeffery Jensen,31.0,San Francisco,28/04/2020,,male
Beth Hall,68.0,new york,2021-05-05,,Male
Renee Sanchez,24.0,Los Angele,2020-03-29,2000000.0,male
Lisa Hall,32.0,new york,21/06/2024,224345.43099665878,female
Karen Little,25.0,Los Angele,19/04/2020,9999999.0,Mmale
John Miller,55.0,New York,2024-03-08,10.0,
,49.0,san francisco,2024-04-27,,Femle
Bruce Gallagher,69.0,Los Angele,02/03/2021,10.0,Male
Anna Johnson,55.0,New York,2024-07-29,9999999.0,
Angela Pierce,39.0,Los Angeles,2020-02-21,2000000.0,male
Margaret Reese,68.0,Los Angele,2022-03-07,2000000.0,femlae
Teresa Tran,44.0,SF,2021-06-05,145796.30274075945,
Charles Smith,,SF,2023-12-30,2000000.0,Male
Todd Rivera,50.0,LA,07/01/2020,10.0,
Dominique Williams,51.0,new york,2021-01-23,,Male
Kenneth Foster,54.0,Los Angele,2020-06-27,10.0,male
Steven Wallace,44.0,new york,2022-08-10,,Male
Elizabeth Short,37.0,LA,2024-08-23,2000000.0,male
David Fisher DVM,27.0,New York,2020-08-28,2000000.0,Male
Christy Schmitt,63.0,LA,2024-06-07,10.0,
Helen Bennett,25.0,New York,2023-01-28,9999999.0,Male
Brianna Orozco,67.0,new york,2024-10-03,9999999.0,
Steven Torres,60.0,SF,,10.0,
Timothy Lee,41.0,New York,2022-01-07,9999999.0,Female
Darlene Adams,59.0,San Francisco,2020-08-19,,female
Anthony Jackson,55.0,Los Angeles,28/06/2022,2000000.0,femlae
Samuel Turner,68.0,San Francisco,28/04/2021,191372.89462854227,Mmale
Ricardo Stokes,19.0,New York,2020-02-25,10.0,Femle
David Beasley,58.0,Los Angele,2024-01-29,9999999.0,femlae
Amy Odonnell,38.0,SF,2021-01-10,9999999.0,Male
Amy Parker,32.0,LA,2021-08-23,2000000.0,femlae
David Gomez,54.0,LA,2024-08-27,,Femle
Tami Morales,49.0,SF,2023-12-19,2000000.0,femlae
Margaret Yates,32.0,Los Angele,2021-03-05,2000000.0,Male
Michael Nelson,47.0,Los Angele,23/10/2023,,female
,,Los Angele,2019-11-29,2000000.0,female
Mrs. Donna Gonzales,60.0,Los Angele,2022-02-21,10.0,
Jose Lawrence,,new york,2020-02-09,2000000.0,Male
Patricia Kemp,60.0,Los Angeles,22/01/2022,,femlae
William Brown,70.0,San Francisco,22/05/2021,,Femle
Emma Gallegos,31.0,LA,2022-11-13,2000000.0,
Richard Byrd,24.0,San Francisco,2022-09-12,2000000.0,female
Joseph Robinson,66.0,san francisco,2022-11-05,10.0,femlae
Francis Miles,38.0,SF,2022-07-20,10.0,male
Patricia Huang,54.0,New York,14/12/2020,196300.27899095014,Femle
Jessica Molina,48.0,Los Angele,2023-10-09,,Male
,58.0,san francisco,2020-06-09,10.0,female
Alexandria Rogers,64.0,Los Angele,27/12/2021,10.0,Female
Shawn Estrada,34.0,san francisco,2022-01-19,,Male
Scott Wade,56.0,San Francisco,2022-08-25,2000000.0,
Joshua Sullivan,33.0,Los Angele,2020-05-28,2000000.0,Female
Patrick Parker,24.0,new york,2022-11-15,,femlae
Michelle Richardson,28.0,San Francisco,25/01/2020,,Mmale
Kelly Lee,43.0,LA,2022-02-04,,Mmale
Kenneth Carey,23.0,LA,2023-08-07,,male
Christopher Petersen,35.0,san francisco,19/05/2020,,femlae
Juan Rhodes,38.0,Los Angele,2024-08-21,,femlae
Judy Hudson,29.0,San Francisco,2019-11-15,2000000.0,male
Christina Oconnor,64.0,SF,2023-12-31,9999999.0,
Marissa Jones,23.0,LA,2023-07-20,299384.6401770692,female
Patricia Mckinney,20.0,SF,2020-01-12,9999999.0,Mmale
Timothy Mays,,New York,2020-03-25,,Femle
Todd Green,64.0,New York,2024-05-28,,Mmale
Christopher Peterson,37.0,new york,,2000000.0,Femle
Christina Murphy,25.0,SF,2023-04-11,,female
Wayne Wright,30.0,Los Angele,2020-06-26,,Femle
Matthew Holland,53.0,LA,12/11/2020,,Mmale
,43.0,Los Angeles,20/09/2021,10.0,Male
Stephen Johnson,28.0,LA,,10.0,Male
Randy Marquez,63.0,SF,2021-06-19,9999999.0,Male
Henry Robinson,37.0,Los Angele,12/02/2023,10.0,Male
Tonya Dorsey,52.0,Los Angele,2023-01-20,9999999.0,Male
Tanner Tran,18.0,Los Angele,,138867.99987840766,femlae
Andrew Barnes,23.0,San Francisco,2024-08-07,10.0,Male
Jordan Bowman,,Los Angeles,2024-03-22,10.0,male
,47.0,New York,2022-03-22,10.0,female
Dylan Johnston,63.0,San Francisco,2022-01-13,2000000.0,male
Sarah Briggs,20.0,Los Angeles,2024-10-03,,Mmale
Christopher Harvey,,Los Angeles,2021-10-11,70349.1624729985,Male
Nathaniel Wade,43.0,Los Angele,2024-07-01,9999999.0,Male
Christina Watson,55.0,Los Angeles,,,femlae
Heidi Harvey,47.0,Los Angele,22/03/2020,10.0,Male
Rebecca Harding,63.0,new york,2022-07-23,245803.80664696696,female
Laura Clark,70.0,Los Angeles,2024-07-10,,female
Stacy Russell,62.0,san francisco,2023-09-19,2000000.0,
Angela Lewis,23.0,SF,2023-01-02,2000000.0,Femle
Lisa Knapp,32.0,San Francisco,2024-03-05,10.0,
Jaime Oliver,40.0,SF,2021-11-15,9999999.0,female
Justin Thomas,57.0,SF,2022-02-06,,Femle
Nancy Torres,24.0,San Francisco,,,femlae
Matthew Arroyo,70.0,Los Angele,2020-06-09,2000000.0,Male
Dana Simmons,50.0,San Francisco,2024-09-10,10.0,Mmale
Christina Carter,42.0,San Francisco,16/08/2024,2000000.0,female
Victoria Dyer,53.0,Los Angele,,,Female
Mary Palmer,,Los Angele,,10.0,Mmale
Amy Jensen,57.0,Los Angele,2021-10-15,10.0,Male
Ryan Stephens,41.0,Los Angeles,,2000000.0,Male
Gary Bowers,47.0,SF,2020-02-23,2000000.0,
Jennifer Flores,67.0,SF,2024-10-21,259827.70156568923,female
Teresa Chen,25.0,Los Angele,16/02/2024,9999999.0,Male
Jim Smith,50.0,Los Angele,2022-09-29,2000000.0,Mmale
Mario Arnold,22.0,Los Angele,,10.0,female
Alexandra Owens,56.0,New York,2020-12-28,2000000.0,Femle
Joel Marshall,39.0,San Francisco,2020-10-08,10.0,femlae
,26.0,new york,2023-07-17,9999999.0,
Douglas Nunez,62.0,new york,2023-02-04,2000000.0,Femle
Jasmin Gutierrez,67.0,new york,2020-05-29,,Female
,23.0,New York,2020-02-07,,Female
Jason Kelley,55.0,Los Angele,2023-04-13,9999999.0,female
Cynthia Tate,26.0,Los Angeles,2021-03-10,9999999.0,Male
Kathryn Carter,29.0,New York,2022-11-17,9999999.0,male
Timothy Moyer,56.0,Los Angele,,,
Kristi Smith,29.0,san francisco,2021-05-19,9999999.0,femlae
Caitlin Gibbs,50.0,san francisco,2020-09-05,10.0,Male
Patricia Myers,23.0,San Francisco,2024-01-06,145829.10501336516,Male
Philip Rodriguez,43.0,Los Angele,,10.0,femlae
Anthony Rodriguez,36.0,SF,25/09/2021,217520.00237137033,
Becky Lawrence,41.0,San Francisco,,,female
Gary Pope,23.0,Los Angele,03/07/2020,9999999.0,Female
Elizabeth Lowery,47.0,san francisco,2024-09-24,9999999.0,male
,28.0,Los Angele,26/08/2022,10.0,Male
Thomas Fields,63.0,LA,2020-01-10,9999999.0,Femle
,32.0,SF,2023-05-31,2000000.0,Male
Sarah Robinson,27.0,Los Angele,2023-07-22,10.0,Femle
James Blackburn,46.0,San Francisco,2021-01-02,9999999.0,Male
,40.0,Los Angele,21/12/2020,53540.18169089573,female
Carlos Johnson,63.0,New York,06/03/2021,211677.812450681,Male
Daniel Salinas,20.0,New York,2020-01-14,,
Brett Morris,36.0,New York,2021-05-30,,
Christopher Roberts,36.0,new york,2021-09-06,10.0,femlae
Mrs. Cynthia Todd PhD,20.0,new york,2021-01-21,10.0,Female
,24.0,Los Angeles,2022-05-11,10.0,female
Michael Lewis,20.0,LA,2023-09-27,10.0,Femle
Kimberly Pham,28.0,new york,2020-12-23,,femlae
Andrew Jones,57.0,SF,01/11/2019,187745.09275986833,Male
Daniel Davis,37.0,LA,2020-11-26,180303.89905063497,Male
Tina Wood,67.0,Los Angele,,10.0,male
Julie Brown MD,44.0,New York,2021-07-31,10.0,femlae
Allison Bray,55.0,Los Angele,2023-01-21,2000000.0,Mmale
Elizabeth Hodge,60.0,SF,15/03/2021,10.0,femlae
Jackie King,18.0,san francisco,2022-11-23,2000000.0,Mmale
Jonathan Robinson,31.0,SF,2021-07-17,9999999.0,female
Terry Buchanan,68.0,San Francisco,2023-03-18,10.0,female
,52.0,Los Angeles,05/05/2024,2000000.0,Female
Richard Ward,59.0,LA,2020-12-31,9999999.0,Femle
Theresa Bass,19.0,Los Angele,2021-01-05,,Female
Linda French,22.0,san francisco,2020-01-06,10.0,
Elizabeth Reyes,62.0,new york,,10.0,male
,52.0,San Francisco,2022-06-11,10.0,male
,43.0,san francisco,2022-05-10,,Femle
Amber Cooper,,Los Angeles,18/08/2023,9999999.0,femlae
Ashley Watkins,56.0,LA,2024-05-08,9999999.0,
Carol Lee,36.0,san francisco,2024-03-07,9999999.0,
David Mathews,58.0,San Francisco,29/05/2020,,Femle
Jennifer Murray,24.0,san francisco,2020-01-13,9999999.0,female
Gwendolyn Smith,54.0,LA,2024-06-23,2000000.0,femlae
Kevin Marks,22.0,SF,10/02/2023,10.0,Male
Lisa Robinson,30.0,Los Angele,2024-04-22,10.0,Female
Tiffany Beard,24.0,SF,2024-10-09,2000000.0,femlae
Sarah Espinoza,54.0,Los Angele,13/04/2020,60483.607303327255,Femle
Angela George,56.0,san francisco,,2000000.0,Femle
Joseph Cannon,41.0,san francisco,,9999999.0,Femle
,52.0,SF,2021-08-31,9999999.0,male
David Garcia,23.0,san francisco,2021-08-30,10.0,femlae
Jose Madden,20.0,Los Angeles,2020-05-13,,Femle
Antonio Mcpherson,43.0,new york,2023-09-24,9999999.0,male
Mrs. Betty Cline MD,,new york,2020-06-30,10.0,male
Patrick Byrd,36.0,SF,2024-08-27,9999999.0,male
Jordan Walsh,38.0,SF,,10.0,Mmale
Ms. Valerie Roberts,62.0,New York,2023-07-01,9999999.0,Female
Robert Rodriguez,64.0,SF,2019-12-06,2000000.0,Femle
Matthew Rose,20.0,new york,,248132.48033183205,Femle
Nathan Smith,20.0,San Francisco,2020-03-02,,Femle
Hailey Myers,18.0,San Francisco,2022-10-14,134148.6362781567,Female
,26.0,SF,2020-01-21,,Femle
Jessica Young,28.0,New York,2022-10-31,10.0,Female
Tiffany Arnold,59.0,New York,,9999999.0,Female
Jordan Wilson,49.0,LA,2022-09-01,,male
Amy French,,new york,2023-01-29,2000000.0,
Bridget Rivera,32.0,San Francisco,2023-11-03,9999999.0,femlae
Albert Harding,21.0,Los Angele,2020-02-13,,Female
Sheena Wilson,29.0,Los Angeles,2021-03-11,84177.21621617176,female
Michael Williams,42.0,New York,2022-03-21,9999999.0,female
,60.0,Los Angeles,2020-08-04,10.0,Male
Lisa Henderson,36.0,SF,30/03/2022,9999999.0,femlae
Michelle Williams,43.0,LA,2021-01-07,2000000.0,Femle
Fernando Morales,34.0,San Francisco,2022-07-25,10.0,female
Jesus Moody,33.0,New York,06/10/2024,257587.06747781974,male
Dr. Maria Lee,36.0,Los Angeles,2020-09-27,174412.76236094476,Mmale
Anna Howell,19.0,San Francisco,2023-11-22,,Femle
Bryce Arroyo,58.0,San Francisco,23/08/2020,,Femle
Jeremy May,68.0,Los Angele,,10.0,male
Rodney Johnson,22.0,LA,15/06/2020,2000000.0,Mmale
Deborah Roberts,25.0,Los Angeles,2021-03-30,,Male
Samantha Wagner,38.0,San Francisco,13/08/2023,10.0,Male
Thomas Jones,48.0,San Francisco,2020-09-15,,female
Jeremiah Daniel,,new york,26/03/2021,2000000.0,female
Kelly Williams,35.0,Los Angeles,2024-06-14,2000000.0,Mmale
Elizabeth Fisher,31.0,New York,2024-03-05,2000000.0,Mmale
Elizabeth Hines,18.0,Los Angele,2023-05-04,10.0,Femle
Jonathan Church,50.0,Los Angele,08/05/2023,,female
Michael Leonard,68.0,SF,27/05/2022,9999999.0,Mmale
Tonya Dudley,44.0,san francisco,2023-12-07,2000000.0,Female
Jesse Oliver,19.0,Los Angeles,07/12/2022,10.0,Mmale
Kyle Crawford,41.0,san francisco,2021-01-16,10.0,femlae
April Estrada,66.0,san francisco,17/12/2019,10.0,female
Scott Collins,40.0,SF,2019-11-11,9999999.0,Female
Kevin Taylor,30.0,san francisco,2023-03-21,2000000.0,female
Rodney Thomas,43.0,Los Angele,,9999999.0,femlae
Margaret Gutierrez,46.0,SF,,,Male
Felicia Melton,20.0,new york,2021-10-24,2000000.0,Male
William Kelly,65.0,San Francisco,2021-11-04,10.0,
Charles Rogers,26.0,LA,2022-06-15,10.0,Male
Roberto Jones,64.0,new york,21/10/2024,10.0,male
Laura Meyer,28.0,new york,,2000000.0,female
Tara Bond,32.0,New York,2021-06-12,,femlae
Thomas Perkins,29.0,Los Angeles,2021-12-15,,male
Matthew Richardson,24.0,san francisco,2023-11-27,278214.8233939937,Mmale
Ethan Allen,21.0,Los Angele,2023-08-22,,Femle
Matthew Smith,,LA,2021-03-15,232873.6594949769,
Joseph Nolan,23.0,San Francisco,2021-01-06,99243.69536311441,male
Gordon Jones,,San Francisco,2023-06-16,10.0,Male
Aaron Price,18.0,New York,2023-05-03,10.0,Male
,66.0,New York,02/08/2023,2000000.0,Femle
Melissa Brooks,45.0,Los Angeles,2019-11-03,9999999.0,Female
Michael Mckinney,,San Francisco,2024-10-12,,male
Michael Griffith,64.0,Los Angele,2023-12-16,210962.8799480886,female
Sara Silva,28.0,Los Angele,2022-03-08,,Mmale
Shelby Doyle,25.0,Los Angeles,04/04/2024,,
Sandra Larson,58.0,SF,2021-07-01,9999999.0,Male
Jessica Owen,61.0,San Francisco,2024-10-21,2000000.0,female
Kristen Thomas,68.0,San Francisco,,9999999.0,Male
,65.0,new york,2022-03-14,9999999.0,female
Michelle Gardner,26.0,San Francisco,08/04/2021,9999999.0,femlae
Tiffany Davis,60.0,New York,2023-12-29,,Mmale
Shannon Walker,19.0,San Francisco,,9999999.0,Female
Katherine Hawkins,67.0,san francisco,2024-03-17,10.0,Femle
Mitchell Brown,68.0,san francisco,01/10/2022,2000000.0,
Mary Gutierrez,45.0,san francisco,2023-06-05,2000000.0,male
Katelyn Long,65.0,Los Angele,25/08/2024,2000000.0,male
Thomas Lee,56.0,Los Angeles,,2000000.0,female
Danielle Young,19.0,Los Angeles,2021-05-13,196053.35086030653,male
Jerry Cross,,new york,2021-01-24,,Female
Wanda Bell,70.0,Los Angeles,2020-03-03,10.0,femlae
Shawn Brown,,new york,2022-04-03,2000000.0,femlae
James Davenport,29.0,new york,2022-12-11,2000000.0,Male
,51.0,Los Angele,2023-06-01,2000000.0,male
Justin Mccarty,53.0,LA,07/07/2022,131358.55969497142,Female
John Daniel,29.0,LA,2021-11-07,9999999.0,Mmale
Tabitha Thompson,51.0,Los Angeles,2022-09-04,2000000.0,Mmale
Christina Hendricks,49.0,new york,2023-05-13,,femlae
Donna Garza,43.0,SF,22/08/2021,2000000.0,Male
Terry Sanchez,60.0,LA,2021-03-22,,
Sarah Cobb,64.0,new york,2020-12-13,2000000.0,Male
Julie Huang,,Los Angele,2022-12-01,,female
Judith Lopez,48.0,San Francisco,27/12/2021,9999999.0,Mmale
Mary Schwartz,55.0,San Francisco,2022-01-31,10.0,Male
Barbara Ball,44.0,new york,13/12/2021,9999999.0,female
Christopher Meyer,23.0,san francisco,2020-11-27,58177.146022349676,Male
Gary Mason,26.0,SF,2022-09-10,10.0,
Kayla Lopez,58.0,LA,2023-01-09,2000000.0,Femle
Charles Perez,66.0,Los Angele,14/02/2021,10.0,Mmale
Tanya King,46.0,Los Angele,01/11/2021,10.0,Male
Jessica Roberson,46.0,san francisco,2020-08-21,10.0,Female
David Rodriguez,68.0,San Francisco,,9999999.0,Female
Deborah Wallace,49.0,New York,27/07/2022,9999999.0,Female
Christy Weber,40.0,New York,2023-06-23,109411.34353640057,female
Andrea Johnson,61.0,LA,2023-03-31,,Mmale
Mr. William Morrison,61.0,San Francisco,2021-03-30,2000000.0,Mmale
Frank Obrien,62.0,San Francisco,2022-04-07,2000000.0,Femle
Katie Williams,22.0,san francisco,,58848.93452493976,Mmale
Paul Fields,,New York,2023-07-13,9999999.0,
Nicole Mcknight,61.0,Los Angele,19/08/2024,10.0,female
Holly Wells,25.0,San Francisco,,,
Rachel Williams,35.0,New York,2023-05-05,10.0,male
Christopher Wright,50.0,LA,2020-11-23,9999999.0,Mmale
Lisa Webb,51.0,new york,2020-03-28,9999999.0,Female
Bryan Edwards,,LA,2024-08-14,9999999.0,femlae
Craig Oliver,51.0,san francisco,,70073.90248334734,female
Daniel Rose,47.0,san francisco,2020-11-21,,femlae
Ricky Chandler,28.0,San Francisco,2020-03-21,,female
Joanna Gomez,29.0,Los Angele,2021-07-31,10.0,Mmale
Dustin Taylor,53.0,san francisco,2024-06-04,9999999.0,femlae
Luis Lewis,37.0,San Francisco,2020-03-28,2000000.0,male
John Hunt,56.0,new york,2021-02-19,9999999.0,male
Nathaniel Martinez,38.0,Los Angele,14/02/2022,9999999.0,Femle
Toni Valenzuela,22.0,Los Angele,2023-10-11,,Mmale
Greg Walker,62.0,SF,2023-09-28,9999999.0,Male
,67.0,San Francisco,2021-10-23,2000000.0,Femle
Lisa Howard,41.0,new york,2024-07-22,2000000.0,Mmale
Timothy Williams,60.0,Los Angele,2023-12-11,10.0,Mmale
Derek Casey,62.0,LA,06/03/2022,9999999.0,
,21.0,LA,2023-09-25,9999999.0,Mmale
Kristine Zimmerman,43.0,new york,2024-06-11,9999999.0,female
,63.0,new york,2022-06-05,137826.13337326108,Mmale
Mrs. Diana Johnson,66.0,Los Angeles,2023-02-20,2000000.0,male
Arthur Davis,66.0,san francisco,23/11/2021,10.0,Male
William Miller,26.0,SF,2023-08-13,10.0,female
Crystal Walker DVM,55.0,Los Angeles,13/10/2022,9999999.0,female
Mason Williams,,SF,2024-08-23,2000000.0,Male
Tara Miller,31.0,New York,2022-06-09,2000000.0,
Brittany Adams,46.0,Los Angele,2022-01-29,2000000.0,Female
Rachael Bennett,44.0,Los Angeles,2020-01-05,2000000.0,female
Allison Knapp,22.0,San Francisco,2021-03-18,2000000.0,female
Kevin Campbell,31.0,New York,21/04/2023,9999999.0,female
Shannon Thomas,43.0,New York,2023-10-16,9999999.0,Mmale
Jason Evans,,new york,2023-01-11,2000000.0,femlae
Randall Dickson,58.0,new york,2023-07-29,10.0,Mmale
Lisa Rodriguez,57.0,san francisco,2024-01-24,2000000.0,femlae
Allison Mckee,31.0,Los Angeles,27/07/2024,2000000.0,male
Matthew Torres,,san francisco,2023-03-20,10.0,female
Jonathan Peterson,56.0,New York,28/12/2023,,Male
Thomas Rojas,46.0,san francisco,2022-02-21,2000000.0,Female
Mrs. Diane Lucas DVM,22.0,new york,2021-04-19,9999999.0,femlae
Brian Shah,,Los Angele,2024-10-21,2000000.0,male
Thomas Nelson,49.0,san francisco,08/03/2021,,
Rebecca Hayes,44.0,Los Angeles,2021-10-15,9999999.0,
Paul Gibson,50.0,Los Angeles,,,Mmale
Rhonda Brown,41.0,Los Angele,2024-06-11,10.0,Male
Thomas Clark,28.0,New York,27/06/2024,55673.50880635173,Femle
Shawn James,31.0,san francisco,2020-09-17,2000000.0,Female
Jason Russell,70.0,New York,2020-03-30,10.0,female
Lauren Walsh,31.0,Los Angele,2024-01-17,2000000.0,femlae
Daniel White,40.0,LA,2023-09-14,2000000.0,Mmale
Clinton Jacobs,,Los Angele,2023-10-21,9999999.0,Mmale
Jeffrey Marquez,33.0,LA,12/02/2021,2000000.0,Mmale
Sean Pearson,54.0,Los Angele,2021-09-28,79922.58999829991,Male
Thomas Jones,41.0,new york,2019-12-10,9999999.0,male
Brendan Clark,55.0,san francisco,,2000000.0,Femle
John Martinez,62.0,SF,2022-10-08,297469.03374241537,
Bill Haney,58.0,Los Angeles,2021-01-27,2000000.0,femlae
Dr. Curtis Garrett,52.0,new york,2020-01-29,,Mmale
Amy Cannon,29.0,new york,2024-10-18,,
Laura Vaughn,,Los Angele,2021-09-01,109664.06991111628,male
Joseph Brown,58.0,san francisco,,9999999.0,femlae
Derek Shaffer,,LA,2024-06-18,2000000.0,Female
Susan Scott,58.0,new york,,9999999.0,Female
Susan Carter,51.0,SF,26/12/2020,,Femle
Timothy Young,61.0,New York,2023-09-04,2000000.0,female
Ashley Harris,60.0,Los Angele,2021-06-25,9999999.0,female
Cynthia Carr,56.0,new york,,,female
James Bradley,51.0,San Francisco,2023-06-13,2000000.0,male
David Bauer,,Los Angeles,22/06/2021,9999999.0,femlae
Dr. Elizabeth Sanders DVM,38.0,New York,07/03/2024,9999999.0,Femle
Whitney Guerrero,55.0,Los Angeles,13/07/2021,70954.39524066944,femlae
,67.0,New York,23/08/2023,282424.16013285797,femlae
Tiffany Fry,33.0,San Francisco,2022-03-26,2000000.0,female
Charles Kramer,49.0,SF,2020-11-21,,Male
Kayla Lopez,27.0,new york,2020-11-10,9999999.0,Mmale
Natalie Brooks,59.0,Los Angeles,2024-09-22,,Male
,66.0,Los Angele,2022-10-16,9999999.0,femlae
Rebecca Stevens,,san francisco,2022-04-12,9999999.0,
Michael Tran,62.0,Los Angeles,2023-12-01,9999999.0,Male
Timothy Mendez,31.0,LA,2021-02-18,9999999.0,Female
Lauren White,29.0,SF,2020-10-22,,Female
Brian Smith,70.0,san francisco,2024-10-03,2000000.0,Femle
Sarah Nichols,51.0,Los Angele,18/03/2020,9999999.0,male
Melanie Mann,,LA,27/09/2023,2000000.0,Male
Heather Flores,56.0,San Francisco,03/07/2024,9999999.0,
William Chan,40.0,San Francisco,2019-10-26,2000000.0,Mmale
Jason Pitts,31.0,San Francisco,2022-08-12,2000000.0,
Edward Manning,32.0,new york,,9999999.0,Femle
Sandra Acosta,63.0,Los Angeles,22/05/2021,9999999.0,male
Teresa Henry,,SF,2020-10-21,2000000.0,Male
Steven Riggs,20.0,LA,12/09/2020,,Mmale
Jennifer King,,Los Angeles,2023-03-17,2000000.0,femlae
Fernando Huffman,48.0,Los Angele,2024-02-22,239897.748951535,
Daniel Wright,22.0,New York,2020-03-28,9999999.0,male
Leslie Johns,58.0,SF,2020-07-26,9999999.0,Femle
Lauren Davis,53.0,LA,2024-05-13,10.0,Male
Gabriel Summers,30.0,San Francisco,2023-08-06,2000000.0,femlae
Timothy Richardson,40.0,new york,2019-12-09,10.0,female
Nicole Villanueva,53.0,SF,2022-11-24,2000000.0,femlae
,19.0,Los Angeles,2019-12-17,2000000.0,Mmale
Justin Martinez,30.0,san francisco,2020-09-16,122862.0378950133,
Jessica Kelly,45.0,san francisco,2022-06-12,10.0,male
